time_sec,elapsed_sec,confidence,visible,avg_speed_mps,ips_x_m,ips_y_m,speed_mps,throttle_command,steering_command
1784573302.967948675,4.799903,0.916670,1,2.673687,-14.451000,14.656800,1.420929,0.084500,0.445284
1784573303.017891169,4.849846,0.916670,1,2.688336,-14.610200,14.785200,3.127531,0.084500,0.443523
1784573303.067895412,4.899850,0.908064,1,2.687892,-14.721200,14.857100,5.152525,0.084500,0.443523
1784573303.117870331,4.949825,0.908064,1,2.660757,-14.721200,14.857100,5.152525,0.084500,0.435278
1784573303.167883396,4.999838,0.902231,1,2.685426,-14.951300,14.969800,5.096181,0.084500,0.435278
1784573303.217931271,5.049886,0.904749,1,2.658804,-14.951300,14.969800,5.096181,0.084500,0.427381
1784573303.267913818,5.099869,0.904749,1,2.657485,-15.070300,15.011700,1.212183,0.084500,0.427381
1784573303.318042040,5.149997,0.921297,1,2.658935,-15.206400,15.047600,5.832774,0.084500,0.418483
1784573303.367893219,5.199848,0.921297,1,2.633463,-15.206400,15.047600,5.832774,0.084500,0.418483
1784573303.418037176,5.249992,0.955545,1,2.659181,-15.470800,15.084100,4.952415,0.084500,0.413136
1784573303.467884064,5.299839,0.953196,1,2.634175,-15.470800,15.084100,4.952415,0.084500,0.413136
1784573303.518084288,5.350039,0.953196,1,2.609446,-15.470800,15.084100,4.952415,0.084500,0.404292
1784573303.567907095,5.399862,0.953196,1,2.634501,-15.735800,15.079400,4.749628,0.084500,0.404292
1784573303.617952824,5.449908,0.954564,1,2.610309,-15.735800,15.079400,4.749628,0.084500,0.386865
1784573303.668269634,5.500224,0.954564,1,2.586385,-15.735800,15.079400,4.749628,0.084500,0.386865
1784573303.718016863,5.549972,0.954564,1,2.597250,-15.922500,15.051800,1.455318,0.084500,0.386865
1784573303.768041611,5.599996,0.960583,1,2.598503,-16.055600,15.019700,4.428003,0.084500,0.386865
1784573303.818203926,5.650159,0.960583,1,2.575409,-16.055600,15.019700,4.428003,0.084500,0.355620
1784573303.867887974,5.699843,0.960583,1,2.587962,-16.244300,14.955300,1.495113,0.084500,0.355620
1784573303.918004274,5.749959,0.968665,1,2.588883,-16.367700,14.900600,4.317554,0.084500,0.329602
1784573303.967887878,5.799843,0.974551,1,2.566614,-16.367700,14.900600,4.317554,0.084500,0.329602
1784573304.018015623,5.849970,0.974551,1,2.601560,-16.653900,14.730600,5.322739,0.084500,0.268363
1784573304.067908287,5.899863,0.979346,1,2.579568,-16.653900,14.730600,5.322739,0.084500,0.268363
1784573304.117970467,5.949925,0.979346,1,2.579294,-16.756300,14.654500,1.276453,0.084500,0.224859
1784573304.168096304,6.000051,0.982294,1,2.579738,-16.858300,14.570900,5.078682,0.084500,0.224859
1784573304.217918396,6.049873,0.982170,1,2.558491,-16.858300,14.570900,5.078682,0.130000,0.174505
1784573304.267906666,6.099861,0.982170,1,2.559501,-16.958000,14.481300,1.238978,0.130000,0.174505
1784573304.317922354,6.149877,0.981090,1,2.561177,-17.057000,14.384700,4.718076,0.130000,0.110517
1784573304.367845774,6.199800,0.981090,1,2.540540,-17.057000,14.384700,4.718076,0.130000,0.110517
1784573304.417933464,6.249888,0.981090,1,2.579201,-17.303900,14.110800,6.899841,0.130000,0.072990
1784573304.467849493,6.299804,0.979965,1,2.558778,-17.303900,14.110800,6.899841,0.130000,0.072990
1784573304.517920256,6.349875,0.979965,1,2.571185,-17.431600,13.948000,2.041595,0.130000,0.017485
1784573304.568334341,6.400289,0.977165,1,2.584281,-17.559700,13.777000,8.532860,0.130000,0.017485
1784573304.617902994,6.449858,0.973711,1,2.564455,-17.559700,13.777000,8.532860,0.130000,-0.068683
1784573304.668086529,6.500041,0.973711,1,2.544643,-17.559700,13.777000,8.532860,0.130000,-0.068683
1784573304.717940807,6.549896,0.973711,1,2.591699,-17.813800,13.423900,7.365898,0.130000,-0.105431
1784573304.767887115,6.599842,0.955671,1,2.572090,-17.813800,13.423900,7.365898,0.130000,-0.105431
1784573304.817870617,6.649825,0.955671,1,2.601576,-18.004100,13.160900,3.260544,0.130000,-0.135917
1784573304.868027925,6.699983,0.891844,1,2.613565,-18.133400,12.994300,8.665674,0.130000,-0.135917
1784573304.917938232,6.749893,0.820497,1,2.594250,-18.133400,12.994300,8.665674,0.084500,-0.251255
1784573304.967930317,6.799885,0.820497,1,2.604272,-18.259500,12.841800,1.844078,0.084500,-0.251255
1784573305.017846584,6.849801,0.694468,1,2.617486,-18.406300,12.677300,7.647122,0.084500,-0.407191
1784573305.067887068,6.899842,0.694468,1,2.598505,-18.406300,12.677300,7.647122,0.084500,-0.407191
1784573305.117930412,6.949885,0.638911,1,2.629674,-18.654900,12.435900,5.204392,0.084500,-0.426263
1784573305.167870283,6.999825,0.587798,1,2.610917,-18.654900,12.435900,5.204392,0.084500,-0.426263
1784573305.217967033,7.049922,0.587798,1,2.611540,-18.761300,12.352400,1.322270,0.084500,-0.424738
1784573305.267874241,7.099829,0.550000,1,2.612749,-18.876700,12.275200,5.531804,0.084500,-0.424738
1784573305.318174839,7.150130,0.550000,1,2.594335,-18.876700,12.275200,5.531804,0.084500,-0.430568
1784573305.367902994,7.199858,0.550000,1,2.594282,-18.988700,12.212400,0.995035,0.084500,-0.430568
1784573305.418115854,7.250071,0.550000,1,2.594284,-19.106900,12.157400,4.433641,0.084500,-0.423068
1784573305.467883587,7.299838,0.550000,1,2.576609,-19.106900,12.157400,4.433641,0.084500,-0.423068
1784573305.517917156,7.349872,0.550000,1,2.584403,-19.282300,12.094900,1.477570,0.084500,-0.423068
1784573305.567875862,7.399831,0.550000,1,2.594093,-19.477900,12.049500,8.429568,0.084500,-0.423068
1784573305.617846012,7.449801,0.550000,1,2.576693,-19.477900,12.049500,8.429568,0.084500,-0.423838
1784573305.667861462,7.499816,0.550000,1,2.576631,-19.605200,12.032600,1.186724,0.084500,-0.423838
1784573305.717864752,7.549819,0.000000,0,2.577938,-19.743700,12.025100,5.477574,0.084500,-0.416567
1784573305.768219709,7.600174,0.000000,0,2.560858,-19.743700,12.025100,5.477574,0.084500,-0.416567
1784573305.817859888,7.649815,0.000000,0,2.579429,-20.012100,12.042600,5.525481,0.084500,-0.411186
1784573305.867951870,7.699907,0.000000,0,2.562648,-20.012100,12.042600,5.525481,0.084500,-0.411186
1784573305.917899847,7.749855,0.000000,0,2.562712,-20.138500,12.065800,1.225903,0.084500,-0.410108
1784573305.967946291,7.799901,0.513953,1,2.563539,-20.268800,12.099900,5.216906,0.084500,-0.410108
1784573306.018160343,7.850115,0.513953,1,2.547134,-20.268800,12.099900,5.216906,0.084500,-0.398509
1784573306.068073034,7.900028,0.550000,1,2.564896,-20.518000,12.196500,5.357661,0.084500,-0.398509
1784573306.117961884,7.949917,0.636408,1,2.548796,-20.518000,12.196500,5.357661,0.084500,-0.389510
1784573306.168155432,8.000110,0.636408,1,2.548887,-20.632100,12.256000,1.231631,0.084500,-0.389510
1784573306.218075514,8.050030,0.585496,1,2.533079,-20.632100,12.256000,1.231631,0.084500,-0.385822
1784573306.268093824,8.100049,0.728143,1,2.552553,-20.867600,12.415000,6.218086,0.084500,-0.385822
1784573306.317982912,8.149938,0.669891,1,2.536927,-20.867600,12.415000,6.218086,0.084500,-0.374115
1784573306.367878199,8.199833,0.669891,1,2.536691,-20.962600,12.495600,1.162966,0.084500,-0.374115
1784573306.418010950,8.249966,0.616300,1,2.521274,-20.962600,12.495600,1.162966,0.084500,-0.365976
1784573306.467988253,8.299943,0.775033,1,2.523362,-21.065100,12.595900,2.142642,0.084500,-0.365976
1784573306.518106937,8.350062,0.775033,1,2.541340,-21.240400,12.809500,5.131388,0.084500,-0.360692
1784573306.567864895,8.399820,0.655988,1,2.526286,-21.240400,12.809500,5.131388,0.084500,-0.360692
1784573306.617877722,8.449832,0.655988,1,2.511333,-21.240400,12.809500,5.131388,0.084500,-0.344616
1784573306.668005228,8.499960,0.781988,1,2.513165,-21.318200,12.927700,1.278581,0.084500,-0.344616
1784573306.717889547,8.549844,0.781988,1,2.515552,-21.389500,13.054800,1.993843,0.084500,-0.336746
1784573306.768207073,8.600162,0.719429,1,2.500812,-21.389500,13.054800,1.993843,0.084500,-0.336746
1784573306.817935705,8.649890,0.719429,1,2.504279,-21.454900,13.194400,1.600160,0.084500,-0.327254
1784573306.867857218,8.699812,0.608925,1,2.505958,-21.505300,13.324600,4.802676,0.084500,-0.327254
