s_m,lateral_offset_m,world_x_m,world_y_m,overtake_side
106.57957714083904,-0.2862899979232309,-25.6456877925829,10.663090946119803,right
106.78179369103151,-0.2710501764623896,-25.64366067071091,10.312374554118465,right
106.98401024122398,-0.25581035500154836,-25.633024832528783,9.966102497452509,right
107.18622679141646,-0.22533071207986588,-25.6025467200468,9.966407935120307,right
107.38844334160893,-0.21009089061902464,-25.583838198688117,9.625690428938267,right
107.59065989180141,-0.1948510691581833,-25.56860646074124,9.626186732551044,right
107.79287644199388,-0.17961124769734205,-25.542395710063815,9.291020640978399,right
107.99509299218637,-0.1643714262365008,-25.5092245585335,8.961448326884002,right
108.19730954237885,-0.14913160477565957,-25.49402743801994,8.962588364714405,right
108.39952609257132,-0.13389178331481832,-25.454466242691275,8.639297823553994,right
108.6017426427638,-0.11865196185397708,-25.439294696700152,8.640738778236678,right
108.80395919295627,-0.10341214039313573,-25.393893272824087,8.324091681700859,right
109.00617574314875,-0.08989629909331431,-25.344871017822808,8.013951496436391,right
109.20839229334123,-0.07469657019435727,-25.329803142098143,8.015949215072206,right
109.41060884353371,-0.06742100205723656,-25.28218349014512,7.712209802068081,right
109.61282539372618,-0.05054128555161641,-25.2207854999469,7.417304020628344,right
109.81504194391866,-0.05054128555161641,-25.2207854999469,7.417304020628344,right
110.01725849411113,-0.03883370568652278,-25.160745448073893,7.129427798314786,right
110.2194750443036,-0.04023655355557376,-25.11033026097584,6.847192413986566,right
110.42169159449608,-0.02950390145420878,-25.045262800228514,6.575741869084982,right
110.62390814468856,-0.02950390145420878,-25.045262800228514,6.575741869084982,right
110.82612469488103,-0.025635637754230365,-25.0048,6.3996,right
